timestamp,Step,Action,Trade Amount,Crypto Price,Net Worth Before,Net Worth After,Profit (%),Reward,Balance,Crypto Owned,Open Price,High Price,Low Price,Close Price,RSI,MACD,MACD Signal
2023-03-09 20:00:00,504,BUY,5061.497137202234,1432.1,10000.0,10061.497137202234,0.6149713720223372,0.04,5000.0,3.5343182300134304,1488.27,1490.4,1408.0,1414.7,10.972831348227812,-0.7665188751210975,-0.40398883857260987
2023-03-09 21:00:00,505,BUY,7563.820340009557,1432.54,10061.497137202234,10063.820340009557,0.02309003099283765,0.04,2500.0,5.280006380282266,1414.7,1444.75,1414.49,1432.1,20.68764828726324,-0.961662417812555,-0.5273971319737312
2023-03-09 22:00:00,506,BUY,8843.229683710428,1437.32,10063.820340009557,10093.229683710428,0.2922284252626333,0.04,1250.0,6.152582364198945,1432.09,1448.22,1431.83,1432.54,20.922639884898047,-1.1023233209332621,-0.655997714628005
2023-03-09 23:00:00,507,BUY,9393.001353910542,1425.9,10093.229683710428,10018.001353910542,-0.7453345674011305,0.04,625.0,6.587419422056625,1432.54,1439.49,1428.5,1437.32,23.571899244961273,-1.1841662206678814,-0.7762601999987374
2023-03-10 00:00:00,508,BUY,9731.63861823414,1429.74,10018.001353910542,10044.13861823414,0.26090298254346456,0.04,312.5,6.806579250936631,1437.32,1437.5,1421.18,1425.9,21.701299200988096,-1.2732273811081833,-0.891385241525122
2023-03-10 02:00:00,510,BUY,9864.809811372132,1426.34,10017.04843281541,10021.059811372132,0.04004551424129942,0.04,156.25,6.916169925383943,1429.74,1433.67,1425.0,1425.76,23.16618037412901,-1.347761653751614,-1.080235647362227
2023-03-10 03:00:00,511,BUY,9867.439498889022,1415.51,10021.059811372132,9945.564498889022,-0.7533665490893101,0.04,78.125,6.970942980896654,1425.75,1430.81,1422.03,1426.34,23.529058073678854,-1.3556716156572088,-1.1520753317984163
2023-03-10 04:00:00,512,BUY,9938.485322309501,1420.08,9945.564498889022,9977.547822309501,0.3215837916897781,0.04,39.0625,6.9985390416804,1426.35,1426.7,1412.21,1415.51,21.48828481828243,-1.382878464338171,-1.215325344401082
2023-03-10 05:00:00,513,BUY,9863.280498361624,1406.57,9977.547822309501,9882.811748361624,-0.9494925570394177,0.04,19.53125,7.01229266823665,1415.52,1423.53,1410.71,1420.08,24.465485313201143,-1.3733386761452324,-1.2638992681333587
2023-03-10 06:00:00,514,BUY,9913.055765898549,1412.27,9882.811748361624,9922.821390898549,0.40484068254722694,0.04,9.765625,7.019235532793694,1420.09,1421.94,1403.78,1406.57,21.8300509789286,-1.3956446834299598,-1.3074958180517235
2023-03-10 07:00:00,515,BUY,9883.878517570782,1407.42,9922.821390898549,9888.761330070782,-0.34324976219977127,0.04,4.8828125,7.0226929541791225,1406.56,1413.87,1391.56,1412.27,25.477505921373517,-1.378336771952551,-1.3386971563332895
2023-03-10 08:00:00,516,BUY,9812.28245668441,1396.88,9888.761330070782,9814.72386293441,-0.7487031455722435,0.06,2.44140625,7.024427622046568,1412.27,1413.0,1403.33,1407.42,24.43284415988177,-1.3655082364340003,-1.3609336674424286
2023-03-10 09:00:00,517,BUY,9691.824937823341,1379.56,9814.72386293441,9693.045640948341,-1.239751863479218,0.04,1.220703125,7.025301500350359,1407.41,1407.84,1396.31,1396.88,22.293500254876392,-1.3753840310996583,-1.380820324654733
2023-03-10 10:00:00,518,BUY,9727.845038768619,1384.6,9693.045640948341,9728.455390331119,0.3653108702303933,0.04,0.6103515625,7.025743925154282,1396.89,1402.85,1368.39,1379.56,19.302525936376096,-1.425633266497727,-1.4074017206919323
2023-03-10 11:00:00,519,BUY,9808.808285085066,1396.08,9728.455390331119,9809.113460866316,0.8290943145544077,0.06,0.30517578125,7.025964332334154,1379.55,1388.8,1373.97,1384.6,22.558460964847214,-1.4320859572163536,-1.4300372776531123
2023-03-10 12:00:00,520,BUY,10009.55527510412,1424.63,9809.113460866316,10009.707862994745,2.0449799355334664,0,0.152587890625,7.026073629717273,1384.61,1400.72,1383.66,1396.08,29.532738391897656,-1.382592120688497,-1.4376340866361073
2023-03-12 23:00:00,579,SELL,5551.910057516174,1611.88,11103.667527141723,11214.503838650513,0.9981955172726759,0.04,5551.910057516174,3.5130368148586366,1564.31,1583.16,1561.01,1580.33,80.26811836265215,1.1348232487341368,0.7288759808046057
2023-03-13 00:00:00,580,SELL,8383.206948083343,1599.23,11214.503838650513,11192.283880796533,-0.19813589770596685,0.04,8383.206948083343,1.7565184074293183,1580.33,1622.6,1573.07,1611.88,83.77100150718478,1.3552849399714502,0.8709743504547713
2023-03-13 01:00:00,581,SELL,9787.745414439938,1589.3,11192.283880796533,11183.562766903646,-0.07792077100412385,0.04,9787.745414439938,0.8782592037146592,1611.89,1614.19,1597.49,1599.23,77.80682245819878,1.4700147684453673,1.0090196814388184
2023-03-13 02:00:00,582,SELL,10485.654090671793,1588.43,11183.562766903646,11183.18072415003,-0.003416109531269286,0.04,10485.654090671793,0.4391296018573296,1599.22,1601.89,1583.64,1589.3,73.38973794765008,1.5097046394163391,1.1278853897499026
2023-03-13 03:00:00,583,SELL,10834.417407410912,1594.93,11183.18072415003,11184.607895356068,0.012761764664646262,0.04,10834.417407410912,0.2195648009286648,1589.29,1595.56,1584.45,1588.43,72.99872781848435,1.5204807595428182,1.2252666183114977
2023-03-13 04:00:00,584,SELL,11009.51265138349,1599.48,11184.607895356068,11185.10740527818,0.004466047686121732,0.04,11009.51265138349,0.1097824004643324,1588.42,1602.29,1587.84,1594.93,74.10863437297076,1.533153711740304,1.3058631174649522
2023-03-13 05:00:00,585,SELL,11097.310028330834,1601.91,11185.10740527818,11185.240790894743,0.0011925287056167675,0.04,11097.310028330834,0.0548912002321662,1594.94,1600.63,1593.3,1599.48,74.88682593887692,1.5406402674164321,1.3719303319909957
2023-03-13 06:00:00,586,SELL,11141.275409612788,1606.84,11185.240790894743,11185.376097703314,0.0012096906191057233,0.04,11141.275409612788,0.0274456001160831,1599.48,1606.0,1593.92,1601.91,75.31357186017206,1.5368808765499489,1.4239856738810746
2023-03-13 07:00:00,587,SELL,11163.325753658051,1586.85,11185.376097703314,11185.101778930155,-0.0024524769731767817,0,11163.325753658051,0.01372280005804155,1601.91,1615.64,1598.92,1606.84,76.1973012558671,1.5327227566157844,1.4647468344907033
2023-03-13 08:00:00,588,SELL,11174.213766294102,1570.76,11185.101778930155,11184.991379003686,-0.000987026570260715,0,11174.213766294102,0.006861400029020775,1606.84,1608.33,1586.11,1586.85,65.89643963181703,1.4448738909802725,1.478698180240228
2023-03-13 10:00:00,590,SELL,11179.64645130208,1581.07,11185.079136310058,11185.070628174022,-7.606683808005976e-05,0,11179.64645130208,0.0034307000145103873,1570.75,1586.55,1569.28,1583.55,62.36391651085819,1.2240637364311964,1.428213519027894
2023-03-13 14:00:00,594,SELL,11182.465354583002,1664.68,11185.284257863925,11185.32086343308,0.0003272654347601227,0.04,11182.465354583002,0.0017153500072551937,1598.38,1649.0,1593.23,1643.34,74.53217856857508,1.1665673144569357,1.2779733237775726
2023-03-13 15:00:00,595,SELL,11183.89310900804,1663.49,11185.32086343308,11185.319842799825,-9.12475616797118e-06,0.04,11183.89310900804,0.0008576750036275968,1643.34,1693.49,1643.12,1664.68,77.43932590828474,1.3216065802443544,1.3030995225352973
2023-03-13 16:00:00,596,SELL,11184.606475903933,1669.36,11185.319842799825,11185.322360075961,2.250517796102409e-05,0.04,11184.606475903933,0.0004288375018137984,1664.69,1681.28,1646.86,1663.49,76.91208745736282,1.4238284479508496,1.3449106418331098
2023-03-13 17:00:00,597,SELL,11184.964417989946,1676.84,11185.322360075961,11185.323963928216,1.4338900603185697e-05,0.04,11184.964417989946,0.0002144187509068992,1663.49,1673.33,1651.12,1669.36,77.71797777465416,1.5071393020997954,1.3960533246985243
2023-03-13 18:00:00,598,SELL,11185.144190959081,1677.68,11185.323963928216,11185.324053984092,8.051253191442587e-07,0.04,11185.144190959081,0.0001072093754534496,1669.36,1677.36,1660.74,1676.84,78.7365082592643,1.580074288680428,1.4524576032400538
2023-03-13 19:00:00,599,SELL,11185.234122471587,1665.42,11185.324053984092,11185.323396790622,-5.875497811788025e-06,0.04,11185.234122471587,5.36046877267248e-05,1676.85,1685.0,1670.0,1677.68,78.85341031250915,1.6218198577452791,1.5064470643897125
2023-03-13 20:00:00,600,SELL,11185.278759631105,1667.28,11185.323396790622,11185.32344664298,4.4569438785533524e-07,0.06,11185.278759631105,2.68023438633624e-05,1677.69,1678.99,1660.05,1665.42,72.58137340132886,1.5947981169013152,1.5438996819652337
2023-03-13 21:00:00,601,SELL,11185.301103137042,1680.3,11185.32344664298,11185.32362112624,1.5599303830657256e-06,0.06,11185.301103137042,1.34011719316812e-05,1665.42,1673.33,1661.94,1667.28,72.93312285683754,1.5614769148243255,1.5667849278479358
2023-03-13 22:00:00,602,SELL,11185.31236213164,1673.45,11185.32362112624,11185.323575227225,-4.103503476674728e-07,0.06,11185.31236213164,6.7005859658406e-06,1667.28,1681.72,1667.27,1680.3,75.31992758615309,1.5609607698405352,1.5849835042685045
2023-03-13 23:00:00,603,SELL,11185.317968679434,1667.48,11185.323575227225,11185.323555225978,-1.788168861362781e-07,0,11185.317968679434,3.3502929829203e-06,1680.3,1680.5,1661.42,1673.45,71.73583542109293,1.5196328359562357,1.590765025592246
2023-03-14 00:00:00,604,SELL,11185.320761952706,1675.33,11185.323555225978,11185.323568375878,1.1756387713621002e-07,0.06,11185.320761952706,1.67514649146015e-06,1673.44,1679.0,1666.06,1667.48,68.6689461201475,1.449746840582238,1.5805476635069593
2023-03-14 01:00:00,605,SELL,11185.32216516429,1669.78,11185.323568375878,11185.323563727345,-4.15592172522356e-08,0,11185.32216516429,8.37573245730075e-07,1667.47,1677.44,1660.88,1675.33,70.45745016184735,1.4045485152385049,1.5627744296852533
2023-03-14 02:00:00,606,SELL,11185.322864445818,1677.57,11185.323563727345,11185.323566989693,2.916633016224831e-08,0,11185.322864445818,4.187866228650375e-07,1675.34,1684.0,1669.47,1669.78,67.52268965857256,1.3343477158629793,1.5336464045473848
